品牌车型,,,,,,,,购买年份,里程,销售方式,特点,原价/万,是否有补贴,现价/万
沃尔沃S90, 2019款, T5, 智逸版,,,,,2019, 2.2万公里, 到店服务,超值,7,0,29.58
现代, 领动, 2016款, 1.6L, 自动智炫·精英型,,,,2017, 5.3万公里, 到店服务,急售,16.8,0,8.3
哈弗H6, Coupe, 2017款, 红标, 2.0T, 自动两驱精英型,,,2017, 3.7万公里,,急售,35.3,0,9.6
大众, 宝来, 2015款, 质惠版, 1.6L, 手动舒适型,,,2016, 3.1万公里, 到店服务,超值,10.6,0,7.27
奥迪Q5, 2013款,40, TFSI, 舒适型,,,,2014, 8.0万公里, 到店服务,急售,72.5,0,20.84
奔驰E级, 2010款, E,300, L, 时尚型,,,2012, 9.7万公里,,准新车,35.1,0,16.8
现代, 瑞纳, 2010款, 三厢, 1.4L, 手动舒适型GS,,,2013, 7.1万公里, 到店服务,,43.4,1,3.11
奇瑞, 艾瑞泽5, 2016款, 1.5L, 手动领锐版,,,,2016, 2.6万公里,,,21.1,0,4.8
奥迪A6L, 2012款,30, FSI, 技术型,,,,2012, 11.9万公里, 到店服务,,14.6,0,20
福特, 翼虎, 2017款, EcoBoost,180, 四驱尊翼型,,,2017, 0.9万公里, 到店服务,超值急售,11.9,1,14.03
现代, 全新胜达, 2017款, 2.4L, 自动两驱智能型, 5座,,,2017, 5.0万公里, 到店服务,,12.6,0,14.38
奔驰E级, 2015款, 改款, E,200, L, 运动型,,2016, 4.9万公里, 到店服务,急售,36.9,0,29.5
奔驰GLA级AMG, 2016款, AMG, GLA,45, 4MATIC,,,2016, 3.8万公里,,超值,17.8,0,32
Smart, smart, fortwo, 2018款, 0.9T, 66千瓦硬顶先锋版, 国V,,2017, 0.8万公里, 到店服务,急售,22.3,0,11.8
奔腾B50, 2013款, 1.6L, 手动舒适型,,,,,2015, 5.9万公里,,超值,11.9,0,3.45
比亚迪, 宋, 2016款, 1.5TI, 手动尊贵型,,,,2016, 1.7万公里,,,11.2,0,5.5
奔驰E级, 2018款, E,200, L, 运动型,,,2017, 4.1万公里, 到店服务,,31.7,0,38.33
大众, 迈腾, 2013款, 1.8TSI, 领先型,,,,2013, 8.2万公里, 到店服务,准新车,6.1,0,9.69
宝马X1, 2014款, sDrive18i, 运动设计套装,,,,,2014, 6.5万公里, 到店服务,急售,18.4,0,15.94
大众, 迈腾, 2017款, 330TSI, DSG, 豪华型,,,2017, 4.2万公里, 到店服务,急售,14.9,0,17
奔驰C级, 2017款, C,200, 运动版,,,,2017, 3.1万公里, 到店服务,,25.3,0,25.5
奔驰C级, 2018款, C,200, L, 运动版,,,2018, 1.2万公里, 到店服务,,16.4,0,30.3
奔驰B级, 2015款, B,200, 时尚型(进口),,,,2016, 5.3万公里, 到店服务,,42.3,0,16.9
大众, 途观, 2017款, 300TSI, 自动两驱丝绸之路舒适版,,,,2017, 1.8万公里, 到店服务,,10,0,15.32
海马M3, 2014款, 1.5L, 手动精英型,,,,,2015, 5.6万公里, 到店服务,超值急售,3.7,0,3.2
雷克萨斯IS, 2011款,250, 炫动版,,,,,2013, 7.6万公里, 到店服务,,77,0,16.8
奇瑞, 瑞虎5, 2014款, 2.0L, CVT家悦版,,,,2015, 5.6万公里,,急售,10.8,0,6
奥迪A1, 2014款,30, TFSI, 时尚型(进口),,,,2014, 6.7万公里, 到店服务,,25,0,9.3
沃尔沃S80L, 2011款, 2.0T, 智尚版,,,,,2012, 12.3万公里,,,25.8,0,10
福特, 福克斯, 2012款, 三厢, 1.6L, 手动舒适型,,,2012, 5.7万公里, 到店服务,,16.6,0,4.3
东风风行, 菱智, 2016款, M3, 1.6L, 7座舒适型, 国IV,,2016, 2.8万公里, 到店服务,急售准新车,21.4,0,5.05
奥迪Q3, 2015款,35, TFSI, quattro, 技术型,,,2015, 4.2万公里, 到店服务,,7.3,0,16.2
凯迪拉克XT5, 2016款, 25T, 技术型,,,,,2017, 5.0万公里, 到店服务,,26.5,0,22.8
MINI, 2014款, 1.2T, ONE,,,,,2015, 5.2万公里, 到店服务,超值,37.2,0,13.16
MINI, 2016款, 1.5T, COOPER, SEVEN,,,,2017, 3.1万公里, 到店服务,超值急售准新车,28.8,0,20.49
福特, 锐界, 2018款, EcoBoost,245, 两驱豪锐型, 7座,,2018, 1.1万公里, 到店服务,,12.8,0,22.92
丰田, 汉兰达, 2012款, 2.7L, 两驱5座精英版,,,,2013, 7.6万公里, 到店服务,,15.6,0,15.32
哈弗H6, 2016款, 升级版, 1.5T, 手动两驱超值型,,,,2016, 2.4万公里, 店内直卖,准新车,18,0,4.6
别克, 威朗, 2018款, 三厢, 15S, 自动领先型,,,2018, 2.6万公里, 店内直卖,,33.4,0,9.18
别克, 威朗, 2019款, 三厢, 15S, 自动进取型,,,2019, 0.4万公里, 店内直卖,准新车,22.1,0,8.93
哈弗H2, 2016款, 红标, 1.5T, 自动两驱豪华型,,,,2016, 5.3万公里, 店内直卖,超值急售,10.8,0,5.9
丰田, YARiS, L, 致炫, 2014款, 1.5G, 手动炫动版,,2014, 5.2万公里, 店内直卖,急售,12.2,0,3.86
丰田, 凯美瑞, 2013款, 200G, 经典豪华版,,,,2015, 8.4万公里, 店内直卖,急售准新车,8.1,0,10.68
DS, 5LS, 2016款, 1.6T, 舒适版THP160,,,,2016, 4.2万公里, 店内直卖,,15.9,0,7.85
宝马X1, 2016款, sDrive18Li, 豪华型,,,,,2016, 4.9万公里, 店内直卖,,27.4,0,18.64
本田, 飞度, 2014款, 1.5L, LX, CVT舒适型,,,2015, 7.3万公里, 店内直卖,,37.4,0,5.7
雪佛兰, 科鲁兹, 2016款, 1.5L, 自动时尚天窗版,,,,2016, 2.0万公里, 店内直卖,,38.4,0,6.6
大众POLO, 2014款, 1.6L, 自动舒适版,,,,,2015, 4.0万公里, 店内直卖,,13,0,5.96
北京BJ20, 2016款, 1.5T, CVT豪华型,,,,,2016, 1.9万公里, 店内直卖,超值,11.1,0,6.79
哈弗H6, 2016款, 升级版, 1.5T, 手动两驱都市型,,,,2016, 3.9万公里, 店内直卖,准新车,34,0,4.86
起亚, 福瑞迪, 2018款, 1.6L, 自动智享互联版Value-Connect,,,,2018, 0.9万公里, 店内直卖,,46.6,0,7
日产, 逍客, 2016款, 2.0L, CVT精英版,,,,2016, 1.4万公里, 店内直卖,急售,20.9,0,9.7
哈弗H1, 2016款, 蓝标, 1.5L, AMT豪华型,,,,2016, 2.2万公里, 店内直卖,,22.1,0,4.28
大众, 速腾, 2015款, 1.6L, 自动舒适型,,,,2016, 1.5万公里, 店内直卖,超值急售,62,0,8.75
斯柯达Yeti, 2016款, 1.4TSI, DSG前行版,,,,,2015, 3.8万公里, 店内直卖,准新车,24.3,0,7.65
福特, 福克斯, 2017款, 两厢, 1.6L, 手动舒适型智行版,,,2016, 7.6万公里, 店内直卖,准新车,14.1,0,5.19
大众, 捷达, 2015款, 质惠版, 1.6L, 手动舒适型,,,2016, 5.3万公里, 店内直卖,准新车,23.9,0,4.75
起亚K3, 2013款, 1.6L, 自动Premium,,,,,2013, 6.1万公里, 到店服务,急售,11.7,0,5.13
标致408, 2018款, 改款, 350THP, 自动豪华版,,,,2018, 2.4万公里, 到店服务,,6.5,0,8.67
哈弗H2, 2016款, 红标, 1.5T, 自动两驱豪华型,,,,2016, 4.6万公里, 到店服务,,9.3,0,6.21
中华V3, 2016款, 1.5L, 手动智能型,,,,,2016, 5.3万公里, 到店服务,急售,27,0,3.47
大众POLO, 2013款, 1.6L, 自动舒适版,,,,,2012, 3.8万公里, 到店服务,急售,13.6,1,4.54
日产, 蓝鸟, 2016款, 1.6L, CVT炫酷版,,,,2016, 1.8万公里, 到店服务,急售,50.9,0,7.82
马自达, 昂克赛拉, 2014款, 三厢, 1.5L, 手动舒适型,,,2014, 5.4万公里, 到店服务,准新车,6.4,0,6.05
现代, 领动, 2016款, 1.6L, 自动智炫·精英型,,,,2018, 2.1万公里, 到店服务,急售,43.4,1,7.22
众泰Z700, 2016款, 1.8T, DCT典雅型,,,,,2017, 3.0万公里, 到店服务,,10.8,1,6.04
哈弗H1, 2016款, 蓝标, 1.5L, AMT都市型,,,,2016, 1.5万公里, 到店服务,,12.6,0,3.97
五菱宏光, 2013款, 1.5L, 豪华型,,,,,2014, 1.3万公里, 到店服务,,8.6,0,2.9
福特, 福睿斯, 2017款, 幸福版, 1.5L, 自动时尚型,,,2017, 2.5万公里, 到店服务,,34.5,0,6.66
雷诺, 科雷傲, 2014款, 2.5L, 两驱舒适版(进口),,,,2014, 5.6万公里, 到店服务,超值严选车,9.6,0,9.15
丰田, 卡罗拉, 2013款, 特装版, 1.6L, 自动至酷型GL,,,2014, 2.9万公里, 到店服务,急售准新车严选车,16.8,0,7.28
沃尔沃XC60, 2013款, T5, 智雅版(进口),,,,,2013, 4.3万公里, 到店服务,超值准新车严选车,15.8,0,14.72
福特, 福睿斯, 2015款, 1.5L, 手动舒适型,,,,2016, 3.7万公里, 到店服务,超值严选车,13.3,0,4.71
别克, 威朗, 2016款, 两厢, 15S, 自动领先型,,,2017, 4.1万公里, 到店服务,超值严选车,9.3,1,7.97
雪铁龙, 爱丽舍, 2014款, 1.6L, 自动舒适型,,,,2015, 6.4万公里, 到店服务,急售严选车,21,0,3.8
现代, 朗动, 2016款, 1.6L, 手动尊贵型,,,,2017, 1.2万公里, 到店服务,严选车,17.5,0,6.72
MG3, 2013款, 1.3L, AMT舒适版,,,,,2013, 2.9万公里, 到店服务,严选车,34.6,0,2.95
福特, 福克斯, 2018款, 三厢经典, 1.6L, 自动风尚型智行版,,,2018, 1.9万公里, 到店服务,严选车,8.9,0,7.8
现代ix25, 2015款, 1.6L, 手动两驱时尚型GS,,,,,2016, 1.8万公里, 到店服务,严选车,13.8,0,6.5
别克, 君越, 2016款, 改款, 28T, 精英型,,,2017, 4.6万公里, 到店服务,严选车,11.3,0,15.66
哈弗H2, 2017款, 红标, 1.5T, 自动两驱豪华型,,,,2016, 2.6万公里, 到店服务,严选车,14.1,0,6.38
铃木, 启悦, 2015款, 1.6L, 手动乐享型,,,,2016, 3.4万公里, 到店服务,超值急售严选车,10.3,0,5.1
现代ix35, 2013款, 2.0L, 自动两驱舒适型GL, 国IV,,,,2014, 6.8万公里, 到店服务,准新车严选车,11.2,0,7.21
丰田, 雷凌, 2016款, 1.6G, CVT精英版,,,,2016, 1.7万公里, 到店服务,超值严选车,16.6,0,8.6
斯柯达, 晶锐, 2012款, 1.4L, 自动晶灵版,,,,2012, 3.7万公里, 到店服务,严选车,8.5,0,3.72
福特, 福睿斯, 2017款, 幸福版, 1.5L, 自动时尚型,,,2016, 5.5万公里, 到店服务,严选车,16.4,0,6.2
哈弗H6, 2011款, 2.0L, 手动两驱精英型,,,,,2012, 10.1万公里, 到店服务,严选车,16.3,1,3.15
福特, 福克斯, 2012款, 三厢, 1.6L, 自动风尚型,,,2013, 10.5万公里, 到店服务,超值严选车,12.6,0,4.93
别克, 凯越, 2013款, 1.5L, 自动经典型,,,,2013, 4.8万公里, 到店服务,严选车,10.4,0,3.34
大众POLO, 2016款, 1.4L, 手动风尚型,,,,,2016, 3.0万公里, 到店服务,,,0,4.72
本田, 飞度, 2014款, 1.5L, LX, CVT舒适型,,,2015, 3.8万公里, 到店服务,,,1,6.09
五菱宏光, 2014款, 1.5L, S舒适型,,,,,2014, 5.7万公里, 到店服务,,,0,3.09
福特, 福克斯, 2012款, 两厢, 1.6L, 自动舒适型,,,2015, 5.9万公里, 到店服务,,,0,5.25
荣威RX5, 2016款, 30T, 两驱自动互联网智享版,,,,,2017, 3.2万公里, 到店服务,,,1,9.7
现代ix25, 2015款, 1.6L, 自动两驱智能型GLS,,,,,2017, 3.5万公里, 到店服务,,,0,7.88
斯柯达, 明锐, 2014款, 1.6L, 手动逸杰版,,,,2013, 3.6万公里, 到店服务,,,0,4.18
雪铁龙, C4世嘉, 2018款, 1.6L, 手动舒适型,,,,2018, 1.6万公里, 到店服务,,,1,5.94
丰田, 威驰, 2017款, 1.5L, 手动创行版,,,,2016, 3.2万公里, 到店服务,,,0,5.29
雪铁龙, 爱丽舍, 2015款, 质尚版, 1.6L, 自动时尚型,,,2015, 6.7万公里, 到店服务,,,0,4.1
奔驰GLA级, 2016款, GLA,200, 时尚型,,,,2017, 3.7万公里, 到店服务,,,1,17.96
本田, 思域, 2009款, 1.8L, 自动舒适版,,,,2011, 5.6万公里, 到店服务,,,0,4.81
日产, 轩逸, 2016款, 1.6XL, CVT豪华版,,,,2016, 3.1万公里, 到店服务,,,0,8.77
吉利, 远景, 2017款, 1.5L, 自动幸福版,,,,2017, 3.3万公里, 到店服务,,,0,4.08
长安, 欧尚COS1°(科赛), 2018款, 1.5T, 自动, 智, 7座,,2018, 0.5万公里, 到店服务,,,0,9.4
长安, 欧尚COS1°(科赛), 2018款, 1.5T, 自动, 智, 7座,,2018, 0.3万公里, 到店服务,,,0,9.2
吉利, 帝豪GS, 2016款, 优雅版, 1.3T, 自动臻尚型,,,2017, 6.9万公里, 到店服务,,,1,6.3
奇瑞, 艾瑞泽5, 2017款, 1.5L, 手动领潮版,,,,2017, 1.6万公里, 到店服务,,,0,3.7
比亚迪L3, 2015款, 节能版, 1.5L, 自动尊贵型,,,,2015, 2.7万公里, 到店服务,,,0,3.51
荣威550, 2012款,550, 1.8L, 自动超值版,,,,2012, 5.9万公里, 到店服务,,,0,3.9
雪佛兰, 2015款, 赛欧3, 1.5L, 手动理想天窗版,,,,2015, 2.3万公里, 到店服务,,,0,3.37
雪铁龙, 爱丽舍, 2014款, 1.6L, 自动时尚型,,,,2014, 4.9万公里, 到店服务,,,1,3.74
标致308, 2016款, 350THP, 自动尊贵版,,,,,2017, 4.4万公里, 到店服务,,,0,8.68
别克, 英朗, 2012款, XT, 1.6L, 自动时尚版,,,2012, 6.1万公里, 到店服务,,,0,4.24
别克, 君越, 2016款, 28T, 尊享型,,,,2018, 2.3万公里, 到店服务,,,0,16.96
陆风X8, 2017款, 2.0T, 汽油4X2豪华型,,,,,2017, 3.5万公里, 到店服务,,,0,4.85
日产, 阳光, 2015款, 1.5XE, 手动舒适版,,,,2016, 6.2万公里, 到店服务,,,0,4.3
大众, 帕萨特, 2013款, 1.8TSI, DSG御尊版,,,,2013, 5.6万公里, 到店服务,,,1,10
日产, 骐达, 2011款, 1.6L, CVT舒适型,,,,2012, 7.0万公里, 到店服务,,,1,5.27
Smart, smart, fortwo, 2012款,1, MHD, 硬顶舒适版,,2015, 2.3万公里, 到店服务,,,0,6.11
大众, 宝来, 2011款, 1.6L, 自动时尚型,,,,2010, 11.4万公里, 到店服务,,,0,3.45
别克, 昂科拉, 2015款, 1.4T, 自动两驱都市领先型,,,,2015, 5.2万公里, 到店服务,,,0,7.04
大众, 途观, 2013款, 1.8TSI, 自动四驱豪华型,,,,2014, 5.7万公里, 到店服务,,,1,12.85
沃尔沃V40, 2015款, 1.6T, 智逸版(进口),,,,,2014, 5.6万公里, 到店服务,,,0,10.5
本田, 思域, 2016款, 220TURBO, CVT尊贵版,,,,2017, 3.1万公里, 到店服务,,,0,12.6
现代ix35, 2010款, 2.0L, 自动两驱精英版GLS,,,,,2012, 10.6万公里, 到店服务,,,0,5.65
传祺GS4, 2017款, 235T, 自动两驱豪华智联版,,,,,2018, 2.3万公里, 到店服务,,,0,9.21
现代, 瑞纳, 2010款, 三厢, 1.4L, 手动舒适型GS,,,2012, 6.8万公里, 到店服务,,,0,2.63
东风风行, 风行S500, 2016款, 1.6L, CVT尊享型,,,,2015, 10.0万公里, 到店服务,,,0,4.09
日产, 天籁, 2013款, 2.5L, XL领先版,,,,2015, 4.6万公里, 到店服务,,,0,12.03
斯柯达, 昕锐, 2015款, 1.6L, 手动智选型,,,,2016, 4.0万公里, 到店服务,,,0,4.38
比亚迪F0, 2015款, 1.0L, AMT, 铉酷型,,,,2017, 1.0万公里, 到店服务,,,0,2.6
吉利, 帝豪, 2014款, 三厢, 1.5L, 手动精英型,,,2015, 5.4万公里, 到店服务,,,0,3.63
长城M4, 2012款, 1.5L, 手动豪华型,,,,,2014, 9.2万公里, 到店服务,,,1,2.76
吉利, 博越, 2016款, 1.8TD, 自动智慧型,,,,2018, 1.9万公里, 到店服务,,,0,8.76
大众, 桑塔纳, 2015款, 1.6L, 自动舒适版,,,,2016, 4.4万公里, 到店服务,,,0,6.34
大众, 途观, 2016款, 280TSI, 自动两驱丝绸之路舒适版,,,,2018, 1.2万公里, 到店服务,,,0,15.13
奇瑞, 风云2, 2015款, 1.5L, 手动新锐版,,,,2016, 2.5万公里, 到店服务,,,0,2.55
丰田, 凯美瑞, 2013款, 2.5G, 舒适版,,,,2013, 13.9万公里, 到店服务,,,0,10.99
东南, V3菱悦, 2015款, 1.5L, 手动幸福版,,,,2016, 4.2万公里, 到店服务,,,1,2.75
长安商用, 长安CX70, 2017款, CX70T, 1.5T, 手动豪擎版,,,2017, 2.3万公里, 到店服务,,,0,5.38
雪佛兰, 探界者, 2017款, 535T, 自动驭界版,,,,2017, 2.5万公里, 到店服务,,,0,12.36
奥迪Q5, 2013款,40, TFSI, 舒适型,,,,2014, 5.3万公里, 到店服务,,,0,22.87
大众CC, 2012款, 1.8TSI, 豪华型,,,,,2012, 7.7万公里, 到店服务,,,0,10.62
大众, 高尔夫, 2017款, 1.6L, 自动舒适百万辆纪念版,,,,2017, 1.6万公里, 到店服务,,,0,9.81
现代ix25, 2015款, 1.6L, 自动两驱智能型GLS,,,,,2015, 7.5万公里, 到店服务,,,0,7.09
别克, 君越, 2013款, 2.0T, SIDI, 技术型,,,2013, 8.1万公里, 到店服务,,,0,9.6
大众, 高尔夫, 2016款, 1.6L, 自动舒适型,,,,2016, 2.6万公里, 到店服务,,,0,8.52
长安, 悦翔V7, 2015款, 1.6L, 手动乐享型, 国IV,,,2015, 3.6万公里, 到店服务,,,0,3.4
传祺GS4, 2016款, 235T, G-DCT精英版,,,,,2016, 3.5万公里, 到店服务,,,0,7.53
宝马3系, 2015款, 320Li, 超悦版时尚型,,,,,2015, 5.4万公里, 到店服务,,,0,19.1
铃木, 雨燕, 2013款, 1.3L, 手动超值版,,,,2014, 3.2万公里, 到店服务,,,0,3.1
别克, 英朗, 2013款, GT, 1.6L, 自动时尚版,,,2012, 10.3万公里, 到店服务,,,1,4.11
雪佛兰, 迈锐宝, 2014款, 2.4L, 自动旗舰版,,,,2016, 4.3万公里, 到店服务,,,0,9.76
路虎, 揽胜极光, 2016款, 2.0T, SE, PLUS, 智享版,,2016, 3.2万公里, 到店服务,,,0,23.69
江淮, 瑞风S3, 2014款, 1.5L, 手动豪华智能型,,,,2014, 1.8万公里, 到店服务,,,0,3.47
五菱荣光V, 2016款, 1.5L标准型,,,,,,2017, 0.2万公里, 到店服务,,,0,3.78
奇瑞, 艾瑞泽5, 2017款, 1.5L, CVT领潮版,,,,2018, 1.3万公里, 到店服务,,,0,4.7
观致3, 2014款, 三厢, 1.6T, 自动致臻型,,,,2014, 16.8万公里,,,,0,4.2
大众, 高尔夫, 2014款, 1.4TSI, 自动旗舰型,,,,2014, 6.7万公里, 到店服务,,,0,8.86
大众POLO, 2014款, 1.6L, 自动豪华版,,,,,2016, 3.1万公里, 到店服务,,,0,6.9
别克, 威朗, 2016款, 两厢, 15S, 自动进取型,,,2016, 1.6万公里, 到店服务,,,0,7.92
捷豹XFL, 2018款, XFL, 2.0T, 250PS, 豪华版,,,2018, 6.2万公里, 到店服务,,,0,26
丰田, 卡罗拉, 2014款, 1.6L, CVT, GL-i,,,2014, 9.0万公里, 到店服务,,,0,7.7
本田, 思铂睿, 2015款, 2.4L, Si,,,,2015, 5.9万公里, 到店服务,,,0,15.5
宝马4系, 2015款, 420i, 限量版(进口),,,,,2015, 9.4万公里,,,,0,21.8
众泰SR9, 2017款, 2.0T, 自动极致之心版,,,,,2017, 3.0万公里,,,,0,7.3
大众, 甲壳虫, 2018款, 180TSI, 尚乐型(进口),,,,2018, 1.5万公里, 到店服务,,,0,15.4
标致408, 2014款, 1.8L, 自动豪华版,,,,,2014, 4.7万公里,,,,0,7.2
奥迪TT, 2015款, TT, Coupe,45, TFSI(进口),,,2017, 2.6万公里, 到店服务,,,0,34.8
北京BJ20, 2016款, 1.5T, CVT精英型,,,,,2017, 2.6万公里, 到店服务,,,0,6.65
本田, 飞度, 2016款, 1.5L, LXS, CVT舒适天窗版,,,2018, 3.9万公里,,,,0,7
大众, 高尔夫, 2011款, 1.4TSI, 手动舒适型,,,,2010, 15.4万公里,,,,0,4.3
五菱荣光, 2017款, 1.5L加长基本型,,,,,,2017, 1.2万公里, 到店服务,,,0,4
别克, 君越, 2012款, 2.0T豪雅版,,,,,2012, 13.3万公里, 到店服务,,,0,8
起亚K3, 2015款, 1.6L, 自动GLS,,,,,2015, 4.2万公里,,,,0,6.2
丰田, 卡罗拉, 2011款, 1.8L, CVT, GL-i纪念版,,,2012, 7.5万公里, 到店服务,,,0,6.5
标致307, 2010款, 两厢, 1.6L, 自动舒适版,,,,2011, 8.8万公里,,,,0,2.5
MG6, 2012款, 掀背, 1.8L, 手动驾值版,,,,2012, 7.1万公里,,,,0,3.3
大众, 高尔夫, 2019款, 280TSI, DSG, R-Line型, 国V,,2019, 1.1万公里, 到店服务,,,0,14.59
大众, 宝来, 2015款, 质惠版, 1.6L, 自动舒适型,,,2016, 6.4万公里, 到店服务,,,0,7.4
标致2008, 2014款, 1.6L, 自动潮流版,,,,,2017, 3.3万公里, 到店服务,,,0,5.8
荣威RX5, 2018款, 20T, 两驱手动互联网智惠版,,,,,2018, 2.1万公里, 到店服务,,,0,8
MG3, 2014款, 1.5L, AMT精英版,,,,,2014, 2.2万公里, 到店服务,,,0,3.46
大众POLO, 2016款, 1.6L, 自动舒适型,,,,,2016, 1.5万公里, 到店服务,,,0,7.5
雪佛兰, 科鲁兹, 2013款, 1.6L, SE, MT,,,2014, 5.9万公里, 到店服务,,,0,4
别克, 昂科威, 2018款, 28T, 四驱精英型,,,,2019, 0.3万公里, 到店服务,,,0,19.28
福特, 野马, 2017款, 2.3T, 性能版(进口),,,,2017, 1.7万公里, 到店服务,,,0,27.5
本田, 雅阁, 2011款, 2.0L, EX,,,,2011, 7.9万公里, 到店服务,,,0,7.5
东风风行, 菱智, 2015款, V3, 1.5L, 7座豪华型,,,2015, 11.3万公里,,,,0,2.82
大众, 高尔夫, 2015款, 1.4TSI, 自动舒适型,,,,2014, 8.1万公里, 到店服务,,,0,8.55
宝马2系, 2015款, 218i, 敞篷轿跑车(进口),,,,,2016, 2.7万公里,,,,0,20.3
福特, 嘉年华, 2011款, 两厢, 1.5L, 自动时尚型,,,2012, 6.9万公里, 到店服务,,,0,3.1
奥迪Q5, 2017款, SQ5, 3.0TFSI, quattro(进口),,,,2017, 4.5万公里,,,,0,38
奔驰C级, 2018款, C,180, L, 时尚型运动版,,,2018, 0.4万公里, 到店服务,,,0,27.8
克莱斯勒300C, 2016款, 3.0L, 超越版(进口),,,,,2017, 7.5万公里, 到店服务,,,0,20.84
现代, 飞思, 2012款, 1.6T, 自动豪华版(进口),,,,2014, 8.5万公里, 到店服务,,,0,8.9
丰田, 卡罗拉, 2016款, 1.6L, CVT, GL-i炫酷版,,,2016, 1.8万公里, 到店服务,,,0,9.3
大众, 朗逸, 2015款, 1.6L, 手动风尚版,,,,2016, 4.3万公里, 到店服务,,,0,6.07
现代, 朗动, 2015款, 1.6L, 手动领先型,,,,2015, 9.5万公里, 到店服务,,,0,5.5
大众, 辉昂, 2018款, 改款, 380TSI, 两驱商务版,,,2018, 4.1万公里, 到店服务,,,0,23.63
Smart, smart, fortwo, 2016款, 0.9T, 66千瓦硬顶极致版,,,2016, 6.4万公里,,,,0,8.9
斯柯达, 昊锐, 2009款, 1.8TSI, 自动优雅版,,,,2010, 14.7万公里,,,,0,4.7
哈弗H2, 2016款, 红标, 1.5T, 手动两驱豪华型,,,,2016, 5.1万公里, 到店服务,,,0,5.21
比亚迪G5, 2014款, 1.5TID, 自动旗舰型,,,,,2015, 8.7万公里, 到店服务,,,0,4
宝马1系, 2013款, 改款, 118i, 领先型(进口),,,,2013, 7.0万公里, 到店服务,,,0,11.5
东风风行, 菱智, 2018款, M3, 1.5L, 5座特惠版,,,2019, 1.2万公里, 到店服务,,,0,4.69
马自达CX-4, 2016款, 2.0L, 自动两驱蓝天品位版,,,,,2017, 5.4万公里, 到店服务,,,0,11.88
比亚迪S7, 2016款, 2.0T, 自动尊贵型Plus,,,,,2017, 3.0万公里, 到店服务,,,0,7.3
大众, 迈腾, 2013款, 1.8TSI, 豪华型,,,,2013, 6.8万公里, 到店服务,,,0,10.8
大众, 速腾, 2017款, 1.6L, 自动舒适型,,,,2016, 3.6万公里, 到店服务,,,0,9.38
凯迪拉克XT5, 2016款, 25T, 豪华型,,,,,2017, 6.0万公里, 到店服务,,,0,26.88
东风风行, 风行SX6, 2016款, 2.0L, 手动尊享型,,,,2016, 1.7万公里, 到店服务,,,0,5.2
长安商用, 长安之星2, 2012款, 1.0L基本型JL466Q9,,,,,2011, 9.4万公里,,,,0,0.35
宝马X3, 2011款, xDrive35i, 豪华型(进口),,,,,2011, 13.2万公里, 到店服务,,,0,17.19
雪佛兰, 科鲁兹, 2015款, 1.5L, 经典, SE, MT,,2016, 5.5万公里, 到店服务,,,0,5.21
本田, 思铂睿, 2017款, 2.4L, 豪华版,,,,2017, 3.3万公里, 到店服务,,,0,16.8
奔驰A级, 2011款, A, 160(进口),,,,,2012, 3.1万公里, 到店服务,,,0,7.5
马自达, 昂克赛拉, 2014款, 三厢, 2.0L, 自动运动型,,,2014, 6.8万公里,,,,0,8.6
别克, 君威, 2019款, 20T, 豪华型, 国V,,,2019, 0.4万公里, 到店服务,,,0,15.8
吉利, 远景, 2017款, 1.5L, 自动幸福版,,,,2017, 1.9万公里, 到店服务,,,0,4.5
MINI, 2016款, 1.5T, COOPER, 五门版,,,,2017, 1.9万公里, 到店服务,,,0,18.75
宝马3系, 2014款, 320i, 时尚型,,,,,2014, 7.2万公里,,,,0,16
奥迪Q3, 2018款, 30周年年型,30, TFSI, 时尚型,,,2018, 2.3万公里, 到店服务,,,0,17.5
大众POLO, 2016款, 1.6L, Cross, Polo, 自动,,,2017, 3.7万公里, 到店服务,,,0,8.9
福特, 福克斯, 2012款, 两厢, 1.6L, 自动风尚型,,,2014, 6.0万公里, 到店服务,,,0,6
领克01, 2017款, 2.0T, 两驱型版,,,,,2018, 2.1万公里,,,,0,12.5
奔驰C级, 2013款, C,180, CGI, 经典型,,,2013, 6.3万公里, 到店服务,,,0,13.5
